Date,Site_ID,Sector_ID,RSRP,DL_Throughput,Call_Drop_Rate,RTT,CPU_Utilization,Active_Users,SINR,UL_Throughput,Handover_Success_Rate,Packet_Loss
2024-01-01,SITE_001,SITE_001_SECTOR_A,-79.46205940637113,68.14277855730748,0.3802809875962299,19.43679618305277,59.616486906626754,595.0566345491862,6.077811252188639,27.694529257931126,98.79281522798118,1.9676832528313208
2024-01-02,SITE_001,SITE_001_SECTOR_A,-71.82029457025294,83.18007096672193,0.942783587872824,22.52019223438785,65.94933367345436,735.9791070568627,10.058987863358665,31.3924119088362,99.9,1.9734200500623296
2024-01-03,SITE_001,SITE_001_SECTOR_A,-73.38428717645846,82.82521569314235,0.5821657216906947,24.959286825724583,70.22735541626629,773.0593503954201,14.216732083683697,34.45867304290924,99.9,2.123102996681512
2024-01-04,SITE_001,SITE_001_SECTOR_A,-75.87739612939791,74.88127795881121,0.7984888091905464,18.39035824681576,68.86622208492504,652.8294193487263,9.31993025157776,32.45969265827315,99.9,2.037686750570033
2024-01-05,SITE_001,SITE_001_SECTOR_A,-84.8979732617164,69.18808755424837,0.2688862236121258,14.544761882872134,63.13393519837715,588.0949835045177,4.78908933029776,21.61631917100494,98.27303348070927,1.581986071707058
2024-01-06,SITE_001,SITE_001_SECTOR_A,-86.4337405823491,62.48072957608551,0.263784173261369,11.467745285659564,54.13447837093554,544.0830995224879,2.174066905415602,20.88374000281056,97.37766310473204,1.4179419815025738
2024-01-07,SITE_001,SITE_001_SECTOR_A,-83.4977791143111,57.89274270342929,0.3322381548542901,5.818701175057161,17.748526409132218,565.3252612506813,0.942131913324446,24.078383125767257,24.823954690487657,1.473305380878697
2024-01-08,SITE_001,SITE_001_SECTOR_A,-79.55054903989927,74.63769069100437,0.1771918330096446,9.29917797721692,20.77339894429068,621.9981163959676,2.6768458799653576,30.31264858614177,25.20501002567097,1.7322274188513258
2024-01-09,SITE_001,SITE_001_SECTOR_A,-72.20494472368304,77.99149656625617,0.9606266683578522,12.326261758150885,23.362174929942373,734.2637736484983,4.712973733607583,34.26005118206338,25.266317985591517,2.279074871483008
2024-01-10,SITE_001,SITE_001_SECTOR_A,-71.24519759556665,88.87130010134612,0.8781410339762898,23.421084848054576,74.02766907601888,803.2156822616466,12.270742545207456,35.30129173384108,99.9,2.272873410686126
2024-01-11,SITE_001,SITE_001_SECTOR_A,-75.25339792530754,75.85556566367028,0.5840174072774992,22.48582778490278,71.69466222713876,722.4795293936941,9.30660263624544,39.69747686655573,99.9,1.9126641085718483
2024-01-12,SITE_001,SITE_001_SECTOR_A,-82.74481394459815,68.32305611003521,0.1666553124244763,15.171041640694368,60.08278630398757,522.412548711735,3.5582270804820464,46.94556080479805,98.3096382811601,1.6783319514906032
2024-01-14,SITE_001,SITE_001_SECTOR_A,-85.70917735440904,61.127747853840624,0.1976075703729673,8.991580386544967,26.14244678974889,121.81164233632757,1.179042163344154,37.75139717395968,97.71155708565168,2.792302426649725
2024-01-15,SITE_001,SITE_001_SECTOR_A,-79.81512229448866,66.29198222321314,0.0238990320360184,18.788358101338964,29.70232265957457,141.38292305774462,6.180017695124784,13.352933473803123,99.48944111987244,1.6431561091258449
2024-01-16,SITE_001,SITE_001_SECTOR_A,-75.93592710659352,79.01591983468685,0.5759681406049166,22.488508736208,67.39755670844195,709.2752593456136,9.945751328510012,34.524010252177064,99.9,1.9691033681391936
2024-01-17,SITE_001,SITE_001_SECTOR_A,-73.62150005259879,81.41884563080124,0.8918594351870244,20.24893898455484,68.38107943691628,723.8797334139875,11.078772425978588,34.288613169584764,99.9,2.030940065610649
2024-01-18,SITE_001,SITE_001_SECTOR_A,-78.42401919409615,76.10767998655905,0.1479174666859016,27.36360952057796,63.68856709813416,680.4674335924051,6.957292146774152,28.95805869055972,99.15721016699062,1.762350948426912
2024-01-19,SITE_001,SITE_001_SECTOR_A,-83.61780399801519,65.95045723740544,0.6337510296859098,30.69051523017267,55.32261560352249,532.2216503916551,2.862755806002946,23.204070006567253,97.296929074631,1.3181166933011168
2024-01-20,SITE_001,SITE_001_SECTOR_A,-89.9154780773871,54.781954083741205,0.8988889963771249,35.90070283796781,49.41560462810413,457.32605087397656,-2.4696743353327006,16.430212797339603,95.86042106531065,1.036939523351656
2024-01-21,SITE_001,SITE_001_SECTOR_A,-89.40595863097626,56.16837995858973,0.8181139251727065,45.38254800333436,50.88403166518123,434.9563792232551,-1.908429790870716,21.368808840554863,95.7791309330487,0.9997348170442412
2024-01-27,SITE_001,SITE_001_SECTOR_A,-88.28461311117859,60.51860545155239,1.0636677396462295,7.237759025774658,49.05684558548395,458.91502023636593,0.8370434251404457,17.65554142753886,97.26268420289736,2.598465862448395
2024-01-28,SITE_001,SITE_001_SECTOR_A,-87.65415128842388,57.75656125353636,0.8327108056489947,6.596177477588107,52.522276809972,527.7536166181721,-1.5913780659758547,20.04351086223199,96.6355544207122,1.1690281177522686
2024-01-29,SITE_001,SITE_001_SECTOR_A,-82.55410011813048,59.09136020520592,0.4856997944790679,13.345374006357789,68.600031552503,619.4105860865984,4.4388320526482925,24.077624218586735,97.81062909678984,1.4103131777974425
2024-01-30,SITE_001,SITE_001_SECTOR_A,-77.43311031509384,81.92309759282509,0.357131675034464,19.12247049447622,70.17713310072159,722.4089975953743,9.776770801553573,33.481517455492146,99.9,0.5772711878909753
2024-01-31,SITE_001,SITE_001_SECTOR_A,-72.96141770585463,82.71914387445779,0.7125112103172664,21.701171286915425,70.27946576944508,745.01174548277,13.81324981813936,31.06826785433877,99.28797005006638,1.891771490712476
2024-02-01,SITE_001,SITE_001_SECTOR_A,-78.4889536362465,74.00334471452189,0.1166235591672897,21.917060433629963,58.42423626296984,680.5246386974576,6.840996982278,33.549861797693815,99.28797005006638,1.7983400935456295
2024-02-02,SITE_001,SITE_001_SECTOR_A,-85.59173888161149,64.5947916703903,0.6582578457429258,12.681712791257516,63.73404818687186,530.9442801703774,4.236886998829895,23.003225272835508,99.28797005006638,1.4026730565235284
2024-02-03,SITE_001,SITE_001_SECTOR_A,-87.73663335214623,55.40870230146356,1.0233246913096532,8.855927102731414,65.5448777146099,493.75467783935466,2.388410993754804,24.157358713538358,101.12405989986726,0.8485864620758835
2024-02-04,SITE_001,SITE_001_SECTOR_A,-86.13303120989077,61.53378926034835,0.7787150333601621,13.429559889640167,63.46771080019266,560.4039673149836,2.208126410745771,22.55777722783057,101.12405989986726,0.9765882098199348
2024-02-05,SITE_001,SITE_001_SECTOR_A,-79.23228581617886,75.58381593599667,0.1254758127564053,17.492978175493107,64.98579229794248,640.6980344001574,6.085983121168568,30.10037765447381,99.47224172327792,1.2956624484696606
2024-02-06,SITE_001,SITE_001_SECTOR_A,-73.5733006261845,83.61270303659579,0.4172951753762099,24.707064665019267,60.79098219430051,757.2040879415042,12.201997988965596,33.809867626446255,99.9,1.7238561129151575
2024-02-07,SITE_001,SITE_001_SECTOR_A,-70.0,84.99530883891263,0.6222200975976239,24.54059509107955,61.464232724586246,752.0871393046737,15.398689207762642,38.50978612926332,99.9,1.8757228274955529
2024-02-08,SITE_001,SITE_001_SECTOR_A,-74.83639773553905,79.3619242605218,0.1036628288621114,18.989822624237146,69.23326852031185,722.8378966388261,9.578731132872846,32.690313696821185,99.9,1.6360146238550215
2024-02-09,SITE_001,SITE_001_SECTOR_A,-82.77914911106753,69.45420360433887,0.5233001103039204,15.856463939770174,60.02761090899328,552.440415634588,6.754023245633129,28.16847508953688,98.62096167376116,1.0670500307723831
